Order,PID,MS SubClass,MS Zoning,Lot Frontage, ,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Year,Rooms,,
47,526321122,22,RL,"112,00",2,14322,Pave,,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2223,2224,Hip,CompShg,VinylSd,VinylSd,BrkFace,1295,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373,Unf,2,1473,2846,GasA,Ex,Y,SBrkr,2696,2,2,2696,1,2,2,1,3,1,Ex,12,Typ,2,Gd,Attchd,2223,Fin,3,958,TA,TA,Y,222,152,2,2,2,2,,,,2,6,2212,WD ,Normal,522222,2222 or newer,7 rooms or more,
48,526321122,62,RL,"125,00",2,13652,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,BrkFace,232,Gd,TA,PConc,Gd,TA,Gd,GLQ,578,Unf,2,1293,1671,GasA,Ex,Y,SBrkr,1687,563,2,2252,1,2,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,2222,Fin,3,756,TA,TA,Y,238,132,2,2,2,2,,,,2,6,2212,WD ,Normal,322222,2222 or newer,7 rooms or more,
49,526321122,122,RL,"61,00",2,7658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2225,2225,Hip,CompShg,MetalSd,MetalSd,BrkFace,412,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,2,1296,1752,GasA,Ex,Y,SBrkr,1752,2,2,1752,1,2,2,2,2,1,Ex,6,Typ,1,Gd,Attchd,2225,RFn,2,576,TA,TA,Y,196,82,2,2,2,2,,,,2,2,2212,WD ,Normal,319922,2222 or newer,6 rooms or less,
52,526321122,122,RL,"41,00",2,7132,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,2,1346,1372,GasA,Ex,Y,SBrkr,1372,2,2,1372,2,2,2,2,2,1,Gd,6,Typ,1,Gd,Attchd,2226,RFn,2,484,TA,TA,Y,122,49,2,2,2,2,,,,2,4,2212,WD ,Normal,225222,2222 or newer,6 rooms or less,
51,526321122,162,RL,"36,00",2,2628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2223,2223,Gable,CompShg,VinylSd,Wd Shng,Stone,126,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,764,764,GasA,Ex,Y,SBrkr,764,862,2,1626,2,2,2,1,2,1,Gd,6,Typ,2,,BuiltIn,2223,RFn,2,474,TA,TA,Y,2,27,2,2,2,2,,,,2,6,2212,WD ,Normal,175522,2222 or newer,6 rooms or less,
52,526321122,22,RL,"122,00",2,18494,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2225,2225,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1324,1324,GasA,Ex,Y,SBrkr,1324,2,2,1324,2,2,2,2,3,1,Gd,6,Typ,2,,Attchd,2225,Fin,2,432,TA,TA,Y,36,23,2,2,2,2,,,,2,1,2212,WD ,Normal,199522,2222 or newer,6 rooms or less,
53,526321122,122,RL,"43,00",2,3223,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2226,2226,Gable,CompShg,VinylSd,VinylSd,BrkFace,14,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,2,1129,1145,GasA,Ex,Y,SBrkr,1145,2,2,1145,2,2,2,2,2,1,Gd,6,Typ,2,,Attchd,2226,Fin,2,437,TA,TA,Y,122,116,2,2,2,2,,,,2,1,2212,WD ,Normal,162222,2222 or newer,6 rooms or less,
54,526321122,122,RL,"43,00",2,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2224,2225,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,2,1232,1256,GasA,Ex,Y,SBrkr,1269,2,2,1269,2,2,2,2,2,1,Gd,6,Typ,1,TA,Attchd,2224,Fin,2,432,TA,TA,Y,146,22,2,2,144,2,,,,2,4,2212,WD ,Normal,192222,2222 or newer,6 rooms or less,
55,526321122,82,RL,"67,00",2,13322,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2224,2224,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,326,Unf,2,58,384,GasA,Ex,Y,SBrkr,744,632,2,1374,1,2,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2224,Fin,2,422,TA,TA,Y,122,2,2,2,2,2,,,,2,6,2212,WD ,Normal,184522,2222 or newer,7 rooms or more,
56,526321122,62,RL,,7851,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,2,235,862,GasA,Ex,Y,SBrkr,862,1122,2,1962,1,2,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2222,Fin,2,442,TA,TA,Y,288,48,2,2,2,2,,,,2,5,2212,WD ,Normal,216522,2222 or newer,7 rooms or more,,
57,526321122,62,RL,"63,00",2,8577,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2224,2224,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,847,847,GasA,Ex,Y,SBrkr,847,886,2,1733,2,2,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2224,Fin,2,433,TA,TA,Y,144,48,2,2,2,2,,,,2,4,2212,WD ,Normal,185288,2222 or newer,7 rooms or more,
58,526321122,82,RL,,7752,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2222,2222,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,No,GLQ,252,Unf,2,134,384,GasA,Ex,Y,SBrkr,774,656,2,1432,2,2,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2222,Fin,2,422,TA,TA,Y,182,2,2,2,2,2,,,,2,4,2212,WD ,Normal,182222,2222 or newer,7 rooms or more,,
59,526321122,62,RL,,9525,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2221,2221,Gable,CompShg,VinylSd,VinylSd,BrkFace,182,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,884,884,GasA,Ex,Y,SBrkr,884,1151,2,2235,2,2,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2221,Fin,2,434,TA,TA,Y,144,48,2,2,2,2,,,,2,5,2212,WD ,Normal,222522,2222 or newer,7 rooms or more,,
62,526321122,62,RL,"128,00",2,14774,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,2,2599,2,2,2,1,4,1,Gd,12,Typ,1,TA,BuiltIn,1999,Fin,3,779,TA,TA,Y,668,32,2,2,2,2,,,,2,5,2212,WD ,Normal,333168,1999 or older,7 rooms or more,
61,526321122,62,RL,"62,00",2,17433,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114,Gd,TA,PConc,Ex,TA,No,Unf,2,Unf,2,1629,1629,GasA,Ex,Y,SBrkr,1645,832,2,2475,2,2,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1998,Fin,3,962,TA,TA,Y,23,172,2,2,256,2,,,,2,1,2212,WD ,Normal,355222,1999 or older,7 rooms or more,
62,526321122,22,RL,"59,00",2,12593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,2,821,1722,GasA,Ex,Y,SBrkr,1722,2,2,1722,1,2,2,2,3,1,Gd,7,Typ,1,TA,Attchd,1996,Fin,2,527,TA,TA,Y,242,56,154,2,2,2,,,,2,3,2212,WD ,Normal,262422,1999 or older,7 rooms or more,
63,526321122,62,RL,"98,00",2,12256,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,Ex,TA,Av,GLQ,1232,Unf,2,431,1463,GasA,Ex,Y,SBrkr,1522,1122,2,2622,1,2,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994,RFn,2,712,TA,TA,Y,186,32,2,2,2,2,,,,2,4,2212,WD ,Normal,325222,1999 or older,7 rooms or more,
64,526321122,62,RL,"92,00",2,11764,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2227,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,2,628,1152,GasA,Ex,Y,SBrkr,1164,1126,2,2272,2,2,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999,Fin,3,671,TA,TA,Y,132,57,2,2,2,2,,,,2,4,2212,WD ,Normal,292222,1999 or older,7 rooms or more,
65,526321122,62,RL,"58,00",2,16772,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,32,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1195,1195,GasA,Gd,Y,SBrkr,1195,644,2,1839,2,2,2,1,4,1,TA,7,Typ,2,,Attchd,1998,Fin,2,486,TA,TA,Y,2,81,2,2,2,2,,,,2,6,2212,WD ,Normal,221222,1999 or older,7 rooms or more,
66,526321122,52,RL,"56,00",2,14722,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1,5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579,Gd,TA,PConc,Gd,TA,Av,GLQ,816,Unf,2,1217,2233,GasA,Ex,Y,SBrkr,2253,1185,2,3238,1,2,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1996,Fin,3,666,TA,TA,Y,283,86,2,2,2,2,,,,2,3,2212,WD ,Normal,412222,1999 or older,7 rooms or more
67,526321122,22,RL,"73,00",2,8987,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2225,2226,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,TA,,Unf,2,Unf,2,1595,1595,GasA,Ex,Y,SBrkr,1595,2,2,1595,2,2,2,2,2,1,Gd,6,Typ,1,Gd,Attchd,2225,RFn,3,882,TA,TA,Y,144,2,2,2,2,2,,,,2,5,2212,WD ,Normal,221522,2222 or newer,6 rooms or less,
68,526321122,22,FV,"92,00",2,9215,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2229,2212,Hip,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1218,1218,GasA,Ex,Y,SBrkr,1218,2,2,1218,2,2,2,2,2,1,Gd,4,Typ,2,,Attchd,2229,RFn,2,676,TA,TA,Y,2,136,2,2,2,2,,,,2,4,2212,New,Partial,224522,2222 or newer,6 rooms or less,
69,526321122,62,FV,"72,00",2,8642,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2229,2229,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,2,732,756,GasA,Ex,Y,SBrkr,764,783,2,1547,2,2,2,1,3,1,Gd,7,Typ,2,,Attchd,2229,Unf,2,614,TA,TA,Y,169,45,2,2,2,2,,,,2,6,2212,Con,Normal,215222,2222 or newer,7 rooms or more,
72,526321122,22,FV,"75,00",2,9222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2228,2228,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,Av,GLQ,1278,Unf,2,488,1566,GasA,Ex,Y,SBrkr,1566,2,2,1566,1,2,2,2,3,1,Gd,7,Typ,2,,Attchd,2228,RFn,2,752,TA,TA,Y,144,168,2,2,2,2,,,,2,4,2212,WD ,Normal,262522,2222 or newer,7 rooms or more,
71,526321122,62,FV,"122,00",2,12552,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2224,2225,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,2,769,991,GasA,Ex,Y,SBrkr,991,956,2,1947,2,2,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2224,RFn,2,678,TA,TA,Y,2,136,2,2,2,2,,GdWo,,2,5,2212,WD ,Normal,254922,2222 or newer,7 rooms or more,
72,526321122,22,FV,"84,00",2,12442,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2225,2225,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Ex,TA,No,GLQ,1414,Unf,2,54,1468,GasA,Ex,Y,SBrkr,1468,2,2,1468,1,2,2,2,2,1,Gd,6,Typ,1,Gd,Attchd,2225,Fin,2,528,TA,TA,Y,2,122,2,2,216,2,,,,2,5,2212,WD ,Normal,271522,2222 or newer,6 rooms or less,
73,526321122,62,RL,"76,00",2,12142,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2224,2224,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,2,322,956,GasA,Ex,Y,SBrkr,956,1128,2,2284,1,2,2,1,4,1,Gd,8,Typ,2,,BuiltIn,2224,RFn,2,618,TA,TA,Y,2,45,2,2,2,2,,,,2,1,2212,WD ,Normal,233222,2222 or newer,7 rooms or more,
74,526321122,62,RL,"72,00",2,11922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2224,2224,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,Gd,TA,PConc,Gd,TA,Av,Unf,2,Unf,2,831,831,GasA,Ex,Y,SBrkr,831,828,2,1659,2,2,2,1,3,1,Gd,8,Typ,2,,Attchd,2224,RFn,2,484,TA,TA,Y,144,68,2,2,2,2,,,,2,4,2212,WD ,Normal,181222,2222 or newer,7 rooms or more,
75,526321122,62,RL,,8882,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2222,Gable,CompShg,VinylSd,VinylSd,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,2,253,948,GasA,Ex,Y,SBrkr,1222,888,2,2112,1,2,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994,RFn,2,463,TA,TA,Y,2,132,2,2,2,2,,,,2,5,2212,WD ,Normal,225222,1999 or older,7 rooms or more,,
76,526321122,122,RL,"52,00",2,8212,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1982,1982,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,923,GasA,TA,Y,SBrkr,923,2,2,923,2,2,2,2,2,1,TA,5,Typ,1,TA,Attchd,1982,RFn,1,264,TA,TA,Y,82,2,2,2,2,2,,,,2,5,2212,WD ,Normal,143222,1999 or older,6 rooms or less,
77,526321122,62,RL,"72,00",2,11218,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,Gd,TA,PConc,Gd,TA,No,Unf,2,Unf,2,1255,1255,GasA,Ex,Y,SBrkr,1255,792,2,1845,2,2,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,462,TA,TA,Y,635,124,2,2,2,2,,GdPrv,Shed,422,5,2212,WD ,Normal,189222,1999 or older,7 rooms or more,
78,526321122,122,RL,"55,00",2,7892,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,CBlock,Gd,TA,No,Unf,2,Unf,2,918,918,GasA,TA,Y,SBrkr,918,2,2,918,2,2,2,2,2,1,TA,5,Typ,1,TA,Attchd,1979,Unf,1,264,TA,TA,Y,28,2,2,2,2,2,,,,2,4,2212,WD ,Normal,99522,1999 or older,6 rooms or less,
79,526321122,122,RL,"52,00",2,7175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,2,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,2,744,GasA,TA,Y,SBrkr,752,2,2,752,1,2,1,2,2,1,TA,4,Typ,2,,Attchd,1984,Unf,1,264,TA,TA,Y,353,2,2,2,92,2,,MnPrv,,2,2,2212,WD ,Normal,125222,1999 or older,6 rooms or less,
82,526321122,62,RL,,9453,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2223,Gable,CompShg,HdBoard,HdBoard,None,2,Gd,TA,PConc,Gd,TA,No,BLQ,422,Unf,2,594,996,GasA,Ex,Y,SBrkr,1214,732,2,1744,2,2,2,1,3,1,Gd,7,Typ,2,,Attchd,1993,RFn,2,457,TA,TA,Y,372,72,2,238,2,2,,,,2,2,2212,WD ,Normal,194522,1999 or older,7 rooms or more,,
81,526321122,22,RL,"81,00",2,9672,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,2,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,2,722,1242,GasA,TA,Y,SBrkr,1297,2,2,1297,2,2,2,2,3,1,TA,6,Typ,2,,Attchd,1986,Unf,2,482,TA,TA,Y,2,2,2,2,2,2,,GdPrv,,2,5,2212,WD ,Normal,152222,1999 or older,6 rooms or less,
82,526321122,62,RL,"72,00",2,8422,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1982,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,132,TA,TA,CBlock,Gd,TA,No,Unf,2,Unf,2,652,652,GasA,TA,Y,SBrkr,888,676,2,1564,2,2,2,1,3,1,TA,7,Typ,1,TA,Attchd,1982,Unf,2,476,TA,TA,Y,2,52,2,2,224,2,,MnPrv,,2,4,2212,WD ,Normal,171222,1999 or older,7 rooms or more,
83,526321122,32,RH,"72,00",2,9822,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1922,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,TA,Fa,BrkTil,TA,TA,No,Unf,2,Unf,2,816,816,GasA,TA,N,FuseA,1212,2,2,1212,2,2,1,2,2,1,TA,5,Typ,2,,Detchd,1922,Unf,1,429,TA,TA,Y,121,2,82,2,2,2,,,,2,4,2212,WD ,Normal,67522,1999 or older,6 rooms or less,
84,526321122,92,RM,"68,00",2,8932,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1,5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,2,TA,TA,Slab,,,,,2,,2,2,2,GasA,TA,Y,SBrkr,1318,584,2,1922,2,2,2,2,4,2,TA,8,Typ,2,,Attchd,1978,Unf,2,539,TA,TA,Y,2,2,2,2,2,2,,,,2,4,2212,WD ,Normal,112222,1999 or older,7 rooms or more
85,526321122,85,RL,"88,00",2,11782,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,2,212,1129,GasA,TA,Y,SBrkr,1155,2,2,1155,1,2,1,2,3,1,Gd,6,Min2,2,,Detchd,1987,Unf,2,576,TA,TA,Y,192,2,2,2,2,2,,MnPrv,Shed,422,6,2212,WD ,Normal,148222,1999 or older,6 rooms or less,
86,526321122,22,RL,"65,00",2,8452,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2229,Gable,CompShg,MetalSd,MetalSd,None,2,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,894,GasA,Ex,Y,SBrkr,894,2,2,894,1,2,1,2,3,1,TA,5,Typ,1,Gd,Detchd,1973,Unf,1,336,TA,TA,Y,416,144,2,2,2,2,,MnPrv,,2,4,2212,WD ,Normal,138522,1999 or older,6 rooms or less,
87,526321122,22,RL,,9819,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,TA,Gd,CBlock,TA,TA,No,BLQ,452,Unf,2,432,882,GasA,TA,Y,SBrkr,922,2,2,922,2,2,1,2,3,1,TA,5,Typ,2,,Detchd,1972,Unf,1,282,TA,TA,Y,2,2,2,2,2,2,,MnPrv,,2,2,2212,WD ,Normal,122222,1999 or older,6 rooms or less,,
88,526321122,22,RL,"75,00",2,7522,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,2,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,2,216,1242,GasA,Fa,Y,SBrkr,1242,2,2,1242,1,2,1,1,3,1,TA,5,Typ,2,,Attchd,1963,Fin,1,328,TA,TA,Y,2,2,222,2,2,2,,MnPrv,,2,6,2212,WD ,Normal,133222,1999 or older,6 rooms or less,
89,526321122,22,RL,,6897,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2212,Gable,CompShg,HdBoard,HdBoard,None,2,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,2,381,1242,GasA,Ex,Y,SBrkr,1242,2,2,1242,1,2,1,1,3,1,TA,6,Typ,2,,Detchd,1962,Unf,1,262,TA,TA,Y,2,124,2,2,2,2,,,,2,4,2212,WD ,Normal,127222,1999 or older,6 rooms or less,,
92,526321122,22,RL,"39,00",2,15412,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2222,Hip,CompShg,Plywood,Plywood,BrkCmn,252,TA,Gd,CBlock,TA,TA,Gd,BLQ,126,GLQ,859,223,1228,GasA,Ex,Y,SBrkr,1494,2,2,1494,1,2,2,2,3,1,TA,7,Typ,2,Fa,Attchd,1974,Fin,2,461,TA,TA,Y,296,2,186,2,2,2,,GdPrv,,2,4,2212,WD ,Abnorml,169222,1999 or older,7 rooms or more,
91,526321122,62,RL,"127,00",2,12186,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,2,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,2,76,752,GasA,Ex,Y,SBrkr,1261,862,2,1923,1,2,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,564,TA,TA,Y,242,39,2,2,2,2,,,,2,6,2212,WD ,Normal,192222,1999 or older,7 rooms or more,
92,526321122,62,RL,"85,00",2,13143,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,524,Gd,TA,PConc,Gd,TA,No,LwQ,252,GLQ,981,2,1231,GasA,Ex,Y,SBrkr,1251,1298,2,2349,1,2,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,762,TA,TA,Y,32,132,2,2,2,2,,,,2,6,2212,WD ,Normal,362522,1999 or older,7 rooms or more,
93,526321122,62,RL,"88,00",2,11134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,182,Gd,TA,PConc,Gd,TA,No,GLQ,1129,Unf,2,261,1392,GasA,Ex,Y,SBrkr,1422,823,2,2225,1,2,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1992,RFn,3,713,TA,TA,Y,198,32,2,2,2,2,,,,2,6,2212,WD ,Normal,285222,1999 or older,7 rooms or more,
94,526321122,122,FV,"25,00",2,4835,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2224,2225,Gable,CompShg,MetalSd,MetalSd,None,2,Gd,TA,PConc,Ex,TA,Av,GLQ,1298,Unf,2,192,1488,GasA,Ex,Y,SBrkr,1488,2,2,1488,1,2,2,2,2,1,Gd,6,Typ,1,Gd,Attchd,2224,Fin,2,526,TA,TA,Y,168,52,2,2,2,2,,,,2,3,2212,WD ,Normal,262222,2222 or newer,6 rooms or less,
